ensembl_gene_id,removed,entrezgene_id,hgnc_symbol,gene_biotype,chromosome_name,start_position,end_position
ENSG00000255352,not protein coding,NA,PPP1R10P1,processed_pseudogene,11,130789231,130791025
ENSG00000254842,not protein coding,NA,LINC02551,lncRNA,11,130844191,130865561
ENSG00000255455,not protein coding,NA,,lncRNA,11,130866254,130870247
ENSG00000242673,not protein coding,NA,RN7SL167P,misc_RNA,11,131004128,131004429
ENSG00000236129,not protein coding,NA,,lncRNA,11,131187022,131189753
ENSG00000227125,not protein coding,NA,,lncRNA,11,131204999,131215163
ENSG00000237612,not protein coding,NA,,lncRNA,11,131234538,131251816
ENSG00000231698,not protein coding,NA,,lncRNA,11,131253360,131350917
ENSG00000182667,rare,50863,NTM,protein_coding,11,131370478,132336822
ENSG00000252351,not protein coding,NA,RNU6ATAC12P,snRNA,11,131385249,131385363
ENSG00000237654,not protein coding,101929653,,lncRNA,11,131502735,131540867
ENSG00000285980,not protein coding,NA,,lncRNA,11,131542030,131581145
ENSG00000224795,not protein coding,NA,NTM-AS1,lncRNA,11,131622451,131663607
ENSG00000271624,not protein coding,NA,,processed_pseudogene,11,131770795,131771638
ENSG00000238117,not protein coding,NA,,lncRNA,11,131877680,131897108
ENSG00000224700,not protein coding,NA,,lncRNA,11,131981096,131984661
ENSG00000238262,not protein coding,NA,NTM-IT,lncRNA,11,132284302,132285081
ENSG00000279090,not protein coding,NA,,TEC,11,132403360,132404060
ENSG00000183715,rare,4978,OPCML,protein_coding,11,132414977,133532501
ENSG00000283489,not protein coding,NA,,snRNA,11,132525809,132525887
ENSG00000279497,not protein coding,NA,,TEC,11,132771623,132773371
ENSG00000255371,not protein coding,NA,OPCML-IT2,lncRNA,11,132859245,132860077
ENSG00000279711,not protein coding,NA,,TEC,11,133064697,133068129
ENSG00000279189,not protein coding,NA,,TEC,11,133297189,133302634
ENSG00000254896,not protein coding,100874333,OPCML-IT1,lncRNA,11,133360029,133366080
ENSG00000287068,not protein coding,NA,,lncRNA,11,133532415,133549866
ENSG00000255258,not protein coding,646522,LINC02743,lncRNA,11,133783671,133810376
ENSG00000166118,rare,219938,SPATA19,protein_coding,11,133840631,133845538
ENSG00000213153,not protein coding,NA,,processed_pseudogene,11,133864877,133865627
ENSG00000284020,not protein coding,100616119,MIR4697,miRNA,11,133898504,133898581
ENSG00000255406,not protein coding,NA,LINC02730,lncRNA,11,134008215,134030167
ENSG00000204241,not protein coding,100128239,LINC02731,lncRNA,11,134032216,134067936
ENSG00000254648,not protein coding,NA,,lncRNA,11,134035832,134037107
ENSG00000254481,not protein coding,NA,PTP4A2P2,processed_pseudogene,11,134123828,134124329
ENSG00000254616,not protein coding,NA,,processed_pseudogene,11,134173095,134173680
ENSG00000255348,not protein coding,NA,,lncRNA,11,134178824,134186166
ENSG00000166105,rare,112937,GLB1L3,protein_coding,11,134274245,134319564
ENSG00000254442,not protein coding,NA,,processed_pseudogene,11,134316782,134317088
ENSG00000255545,not protein coding,NA,B3GAT1-DT,lncRNA,11,134412284,134505665
ENSG00000254573,not protein coding,NA,,lncRNA,11,134563396,134573056
ENSG00000286374,not protein coding,NA,,lncRNA,11,134655769,134661206
ENSG00000254989,not protein coding,NA,,lncRNA,11,134671426,134672024
ENSG00000285640,not protein coding,NA,,lncRNA,11,134685044,134702004
ENSG00000255344,not protein coding,NA,LINC02706,lncRNA,11,134712539,134716250
ENSG00000251226,not protein coding,729305,LINC02714,lncRNA,11,134735596,134810530
ENSG00000287251,not protein coding,NA,,lncRNA,11,134945118,134980574
ENSG00000255327,not protein coding,NA,LINC02697,lncRNA,11,134950708,134951568
ENSG00000279046,not protein coding,NA,,TEC,11,134985683,134986799
ENSG00000285735,not protein coding,NA,LINC02717,lncRNA,11,134994982,135007779
ENSG00000255512,not protein coding,NA,LINC02684,lncRNA,11,135061781,135075908
ENSG00000260370,not protein coding,NA,,lncRNA,10,14061,20930
ENSG00000237297,not protein coding,NA,,unprocessed_pseudogene,10,44712,46884
ENSG00000261456,rare,347688,TUBB8,protein_coding,10,46888,74163
ENSG00000232420,not protein coding,NA,IL9RP2,unprocessed_pseudogene,10,80394,86265
ENSG00000276662,not protein coding,NA,,unprocessed_pseudogene,10,147820,148751
ENSG00000212331,not protein coding,NA,RNA5SP297,rRNA_pseudogene,10,154831,154943
ENSG00000201861,not protein coding,NA,RNA5SP298,rRNA_pseudogene,10,282015,282125
ENSG00000239822,not protein coding,NA,RN7SL754P,misc_RNA,10,430239,430504
ENSG00000233021,not protein coding,NA,,lncRNA,10,437561,441170
ENSG00000225140,not protein coding,101930421,,lncRNA,10,628620,631255
ENSG00000263511,not protein coding,100847086,MIR5699,miRNA,10,641689,641778
ENSG00000180525,not protein coding,NA,DIP2C-AS1,lncRNA,10,649948,669581
ENSG00000231601,not protein coding,NA,,lncRNA,10,743992,744958
ENSG00000229869,not protein coding,101927762,LARP4B-DT,lncRNA,10,933026,942743
ENSG00000205740,not protein coding,NA,,lncRNA,10,971146,988341
ENSG00000232656,not protein coding,55853,IDI2-AS1,lncRNA,10,1022618,1045425
ENSG00000229205,not protein coding,NA,LINC00200,lncRNA,10,1159768,1289426
ENSG00000287043,not protein coding,NA,,lncRNA,10,1201406,1208389
ENSG00000282390,not protein coding,NA,,lncRNA,10,1290018,1293002
ENSG00000233052,not protein coding,NA,,lncRNA,10,1361001,1361637
ENSG00000205696,not protein coding,642394,ADARB2-AS1,lncRNA,10,1526637,1556988
ENSG00000287653,not protein coding,NA,,lncRNA,10,1957589,1960190
ENSG00000234962,not protein coding,NA,LINC00700,lncRNA,10,1989076,2015005
ENSG00000226694,not protein coding,NA,,lncRNA,10,2071845,2081097
ENSG00000278069,not protein coding,102465944,MIR6072,miRNA,10,2076019,2076089
ENSG00000252998,not protein coding,NA,RNU6-889P,snRNA,10,2098167,2098269
ENSG00000227912,not protein coding,NA,,lncRNA,10,2150480,2169460
ENSG00000231326,not protein coding,105376348,LINC02662,lncRNA,10,2169140,2189512
ENSG00000212156,not protein coding,NA,RNU6-576P,snRNA,10,2199387,2199488
ENSG00000234556,not protein coding,NA,LINC00701,lncRNA,10,2305083,2315075
ENSG00000234170,not protein coding,NA,LINC02645,lncRNA,10,2368561,2502200
ENSG00000237500,not protein coding,NA,,lncRNA,10,2499721,2500570
ENSG00000235281,not protein coding,NA,,lncRNA,10,2501600,2618739
ENSG00000286858,not protein coding,NA,,lncRNA,10,2724819,2728267
ENSG00000231743,not protein coding,NA,,processed_pseudogene,10,2936021,2936441
ENSG00000234182,not protein coding,NA,,lncRNA,10,3009976,3013111
ENSG00000287560,not protein coding,124902532,,lncRNA,10,3042535,3047083
ENSG00000273001,not protein coding,NA,PFKP-DT,lncRNA,10,3065424,3066001
ENSG00000278419,not protein coding,NA,,lncRNA,10,3134566,3145166
ENSG00000237399,not protein coding,100507034,PITRM1-AS1,lncRNA,10,3141632,3167972
ENSG00000288566,not protein coding,NA,,lncRNA,10,3200829,3210666
ENSG00000236968,not protein coding,NA,,lncRNA,10,3223816,3227407
ENSG00000226762,not protein coding,105376354,LINC02668,lncRNA,10,3232264,3258897
ENSG00000227338,not protein coding,NA,,lncRNA,10,3263346,3267216
ENSG00000288657,not protein coding,124902537,,lncRNA,10,3270090,3277649
ENSG00000287428,not protein coding,NA,,lncRNA,10,3296338,3298137
ENSG00000286610,not protein coding,NA,,lncRNA,10,3397505,3400180
ENSG00000233321,not protein coding,101927880,LINC02669,lncRNA,10,3432519,3502915
ENSG00000236892,not protein coding,NA,,lncRNA,10,3532094,3556314
ENSG00000229672,not protein coding,NA,,lncRNA,10,3748966,3763712
ENSG00000228353,not protein coding,NA,,lncRNA,10,3767915,3768751
ENSG00000287175,not protein coding,NA,,lncRNA,10,3809835,3816169
ENSG00000230573,not protein coding,105376365,LINC02639,lncRNA,10,3833950,3834728
ENSG00000226005,not protein coding,101927904,LINC02660,lncRNA,10,3911889,3941506
ENSG00000274809,not protein coding,102464829,MIR6078,miRNA,10,3991160,3991259
ENSG00000227101,not protein coding,107984195,,lncRNA,10,4024903,4053018
ENSG00000236990,not protein coding,NA,,lncRNA,10,4051726,4089013
ENSG00000233117,not protein coding,NA,LINC00702,lncRNA,10,4201141,4243912
ENSG00000224382,not protein coding,100507059,LINC00703,lncRNA,10,4384246,4410614
ENSG00000230096,not protein coding,NA,,lncRNA,10,4415305,4426179
ENSG00000287246,not protein coding,NA,,lncRNA,10,4437102,4448692
ENSG00000286687,not protein coding,NA,,lncRNA,10,4497449,4515244
ENSG00000207124,not protein coding,NA,RNU6-163P,snRNA,10,4514952,4515057
ENSG00000231298,not protein coding,100216001,MANCR,lncRNA,10,4581295,4678216
ENSG00000225269,not protein coding,NA,LINC00705,lncRNA,10,4655427,4682722
ENSG00000287023,not protein coding,NA,,lncRNA,10,4746530,4785100
ENSG00000151631,not protein coding,NA,AKR1C6P,unprocessed_pseudogene,10,4871901,4891975
ENSG00000238840,not protein coding,NA,,snoRNA,10,4962436,4962568
ENSG00000224251,not protein coding,NA,,lncRNA,10,4995488,4997380
ENSG00000239148,not protein coding,NA,,snoRNA,10,5004710,5004842
ENSG00000239142,not protein coding,124900291,,snoRNA,10,5093408,5093543
ENSG00000225418,not protein coding,NA,AKR1C5P,unprocessed_pseudogene,10,5122087,5135226
ENSG00000228291,not protein coding,NA,ARL4AP3,processed_pseudogene,10,5207169,5207742
ENSG00000287848,not protein coding,NA,,lncRNA,10,5215408,5217014
ENSG00000231039,not protein coding,NA,,lncRNA,10,5234358,5263408
ENSG00000224034,not protein coding,110806285,LINC02561,lncRNA,10,5266033,5271236
ENSG00000215267,not protein coding,NA,AKR1C7P,transcribed_unprocessed_pseudogene,10,5275173,5288470
ENSG00000223987,not protein coding,NA,RPL26P28,processed_pseudogene,10,5304431,5304865
ENSG00000280450,not protein coding,NA,,TEC,10,5346651,5347277
ENSG00000178473,rare,114131,UCN3,protein_coding,10,5364966,5374692
ENSG00000178462,rare,79861,TUBAL3,protein_coding,10,5393101,5404828
ENSG00000178372,rare,51806,CALML5,protein_coding,10,5498697,5499570
ENSG00000205488,not protein coding,NA,CALML3-AS1,lncRNA,10,5510036,5526246
ENSG00000178363,rare,810,CALML3,protein_coding,10,5524961,5526771
ENSG00000256462,not protein coding,NA,,lncRNA,10,5524976,5525742
ENSG00000287566,not protein coding,NA,,lncRNA,10,5549637,5554329
ENSG00000287235,not protein coding,105376381,,lncRNA,10,5563295,5566881
ENSG00000242147,not protein coding,102723629,LASTR,lncRNA,10,5594984,5632566
ENSG00000242147,not protein coding,105376382,LASTR,lncRNA,10,5594984,5632566
ENSG00000228685,not protein coding,NA,,processed_pseudogene,10,5624931,5625126
ENSG00000240577,not protein coding,NA,RN7SL445P,misc_RNA,10,5631463,5631755
ENSG00000226647,not protein coding,NA,,lncRNA,10,5712174,5744067
ENSG00000270427,not protein coding,NA,NRBF2P5,processed_pseudogene,10,5776071,5776858
ENSG00000272764,not protein coding,NA,,lncRNA,10,5813985,5814441
ENSG00000240180,not protein coding,NA,RPL12P28,processed_pseudogene,10,5861805,5862594
ENSG00000232807,not protein coding,NA,,lncRNA,10,5934270,5945900
ENSG00000251922,not protein coding,124902573,,snoRNA,10,6017054,6017194
ENSG00000229664,not protein coding,NA,,lncRNA,10,6025978,6036427
ENSG00000214015,not protein coding,NA,RPL32P23,processed_pseudogene,10,6071514,6071918
ENSG00000201581,not protein coding,NA,RN7SKP78,misc_RNA,10,6149623,6149940
ENSG00000263628,not protein coding,100422989,MIR3155A,miRNA,10,6152196,6152277
ENSG00000283634,not protein coding,100628560,MIR3155B,miRNA,10,6152207,6152262
ENSG00000213994,not protein coding,NA,,lncRNA,10,6197612,6202693
ENSG00000238366,not protein coding,NA,,misc_RNA,10,6245731,6245831
ENSG00000215244,not protein coding,399715,LINC02649,lncRNA,10,6271169,6353827
ENSG00000226705,not protein coding,NA,SDCBPP1,processed_pseudogene,10,6293100,6294684
ENSG00000212743,not protein coding,NA,LINC02656,lncRNA,10,6350316,6352762
ENSG00000237943,not protein coding,439949,PRKCQ-AS1,lncRNA,10,6580419,6616921
ENSG00000225948,not protein coding,NA,LINC02648,lncRNA,10,6618716,6625346
ENSG00000285743,not protein coding,NA,,lncRNA,10,6682513,6823789
ENSG00000223784,not protein coding,NA,LINP1,lncRNA,10,6709530,6740532
ENSG00000285988,not protein coding,NA,,lncRNA,10,6737418,6840712
ENSG00000281186,not protein coding,100652997,LINC00706,lncRNA,10,6772271,6779180
ENSG00000238266,not protein coding,100507127,LINC00707,lncRNA,10,6779549,6842906
ENSG00000285845,not protein coding,NA,,lncRNA,10,6779608,6877888
ENSG00000287277,not protein coding,NA,,lncRNA,10,6824275,7118469
ENSG00000223581,not protein coding,105376386,LINC02665,lncRNA,10,7096216,7097675
ENSG00000270811,not protein coding,NA,,processed_pseudogene,10,7154120,7154236
ENSG00000235141,not protein coding,NA,COX6CP17,processed_pseudogene,10,7295106,7295290
ENSG00000278982,not protein coding,NA,,TEC,10,7411599,7413467
ENSG00000232591,not protein coding,NA,LINC02642,lncRNA,10,7444298,7472040
ENSG00000207453,not protein coding,NA,RNU6-535P,snRNA,10,7486703,7486809
ENSG00000230121,not protein coding,NA,,lncRNA,10,7533207,7536565
ENSG00000233990,not protein coding,NA,,processed_pseudogene,10,7833618,7833957
ENSG00000197308,not protein coding,399717,GATA3-AS1,lncRNA,10,8050450,8053484
ENSG00000232638,not protein coding,NA,,lncRNA,10,8051541,8053084
ENSG00000225053,not protein coding,NA,PRPF38AP1,processed_pseudogene,10,8161260,8162192
ENSG00000232170,not protein coding,100507143,LINC00708,lncRNA,10,8259331,8268342
ENSG00000226861,not protein coding,NA,,lncRNA,10,8298897,8301667
ENSG00000226990,not protein coding,NA,,lncRNA,10,8400860,8461863
ENSG00000271251,not protein coding,NA,,processed_pseudogene,10,8472719,8472952
ENSG00000213771,not protein coding,NA,KRT8P37,processed_pseudogene,10,8513687,8515106
ENSG00000236420,not protein coding,NA,CHCHD3P1,processed_pseudogene,10,8619933,8620608
ENSG00000212505,not protein coding,NA,RNA5SP299,rRNA_pseudogene,10,8656716,8656831
ENSG00000270234,not protein coding,NA,,processed_pseudogene,10,8724010,8724288
ENSG00000234752,not protein coding,105755953,LINC02676,lncRNA,10,8897989,8914596
ENSG00000223808,not protein coding,NA,,lncRNA,10,8970125,8973468
ENSG00000230014,not protein coding,NA,LINC00709,lncRNA,10,9275833,9287057
ENSG00000287120,not protein coding,NA,,lncRNA,10,9292842,9309772
ENSG00000235838,not protein coding,NA,HSP90AB7P,processed_pseudogene,10,9721963,9724416
ENSG00000228636,not protein coding,124902542,LINC02663,lncRNA,10,9758783,9878060
ENSG00000224788,not protein coding,101928298,LINC02670,lncRNA,10,10058722,10063502
ENSG00000229919,not protein coding,NA,ELOCP3,processed_pseudogene,10,10174230,10174577
ENSG00000200849,not protein coding,NA,,misc_RNA,10,10232611,10232712
ENSG00000272436,not protein coding,NA,CUX2P1,processed_pseudogene,10,10257169,10257466
ENSG00000286439,not protein coding,NA,,lncRNA,10,10326875,10337876
ENSG00000234306,not protein coding,NA,,lncRNA,10,10365180,10366487
ENSG00000270111,not protein coding,NA,CELF2-DT,lncRNA,10,10369809,10462361
ENSG00000279575,not protein coding,NA,,TEC,10,10394670,10395737
ENSG00000287309,not protein coding,NA,,lncRNA,10,10400340,10404203
ENSG00000228997,not protein coding,NA,,processed_pseudogene,10,10776223,10776661
ENSG00000225383,not protein coding,207107,SFTA1P,lncRNA,10,10784437,10795047
ENSG00000229240,not protein coding,NA,LINC00710,lncRNA,10,10917866,10952234
ENSG00000231496,not protein coding,NA,,lncRNA,10,10960148,10970816
ENSG00000228027,not protein coding,NA,,lncRNA,10,11010164,11011119
ENSG00000229206,not protein coding,NA,,lncRNA,10,11030334,11030868
ENSG00000237986,not protein coding,NA,CELF2-AS2,lncRNA,10,11071541,11105773
ENSG00000230322,not protein coding,NA,,lncRNA,10,11168922,11171376
ENSG00000181800,not protein coding,414196,CELF2-AS1,lncRNA,10,11316833,11319884
ENSG00000280086,not protein coding,NA,,TEC,10,11395808,11398792
ENSG00000271360,not protein coding,107984208,USP6NL-AS1,lncRNA,10,11611305,11612227
ENSG00000271046,not protein coding,NA,,lncRNA,10,11679675,11680514
ENSG00000225778,not protein coding,219731,PROSER2-AS1,lncRNA,10,11849608,11894700
ENSG00000251957,not protein coding,NA,RNU6-1095P,snRNA,10,11923181,11923288
ENSG00000272507,not protein coding,NA,RNU6-88P,snRNA,10,12116280,12116379
ENSG00000265653,not protein coding,100616488,MIR548AK,miRNA,10,12130760,12130816
ENSG00000228302,not protein coding,NA,,lncRNA,10,12244751,12247845
ENSG00000264036,not protein coding,NA,RN7SL198P,misc_RNA,10,12328132,12328389
ENSG00000252438,not protein coding,NA,,snoRNA,10,12415928,12416000
ENSG00000252118,not protein coding,NA,RNU6ATAC39P,snRNA,10,12456483,12456631
ENSG00000285994,not protein coding,NA,,lncRNA,10,12563151,12567351
ENSG00000263584,not protein coding,100616151,MIR4480,miRNA,10,12578753,12578823
ENSG00000283699,not protein coding,100616320,MIR4481,miRNA,10,12653138,12653197
ENSG00000221331,not protein coding,100313841,MIR548Q,miRNA,10,12725254,12725353
ENSG00000285520,not protein coding,NA,,lncRNA,10,12877459,12965275
ENSG00000212499,not protein coding,NA,RNA5SP300,rRNA_pseudogene,10,12924679,12924785
ENSG00000225251,not protein coding,NA,RPL5P25,processed_pseudogene,10,13057902,13058676
ENSG00000235763,not protein coding,NA,SNRPGP5,processed_pseudogene,10,13104574,13104793
ENSG00000234175,not protein coding,NA,,processed_pseudogene,10,13139196,13139533
ENSG00000228330,not protein coding,NA,,processed_pseudogene,10,13142185,13142977
ENSG00000203414,not protein coding,NA,BTBD7P1,processed_pseudogene,10,13156684,13158136
ENSG00000237540,not protein coding,NA,RPL36AP36,processed_pseudogene,10,13159477,13159777
ENSG00000272055,not protein coding,NA,RNU6-6P,snRNA,10,13217269,13217375
ENSG00000165623,rare,221044,UCMA,protein_coding,10,13221766,13234374
ENSG00000226209,not protein coding,NA,RBISP1,processed_pseudogene,10,13308145,13308447
ENSG00000286514,not protein coding,NA,,lncRNA,10,13391347,13400706
ENSG00000233256,not protein coding,NA,,lncRNA,10,13415202,13423133
ENSG00000165626,rare,222389,BEND7,protein_coding,10,13438484,13529014
ENSG00000202508,not protein coding,NA,,misc_RNA,10,13511206,13511313
ENSG00000227175,not protein coding,NA,BEND7-DT,lncRNA,10,13528516,13530262
ENSG00000227474,not protein coding,NA,RPL6P24,processed_pseudogene,10,13591460,13592323
ENSG00000282246,not protein coding,NA,NA,NA,NA,NA,NA
ENSG00000239665,not protein coding,NA,NA,NA,NA,NA,NA
ENSG00000273474,not protein coding,NA,,lncRNA,10,13675646,13675990
ENSG00000225112,not protein coding,NA,,lncRNA,10,13710415,13712054
ENSG00000199407,not protein coding,NA,RNA5SP301,rRNA_pseudogene,10,13727796,13727916
ENSG00000234091,not protein coding,NA,,lncRNA,10,13729383,13756200
ENSG00000215227,not protein coding,NA,NUTF2P5,processed_pseudogene,10,13870797,13871175
ENSG00000229751,not protein coding,NA,,lncRNA,10,13991815,14007526
ENSG00000235410,not protein coding,NA,,lncRNA,10,14074284,14087605
ENSG00000285671,not protein coding,NA,,lncRNA,10,14372001,14377586
ENSG00000266321,not protein coding,100422843,MIR4293,miRNA,10,14383200,14383277
ENSG00000278100,not protein coding,NA,,misc_RNA,10,14391875,14392196
ENSG00000221371,not protein coding,100302116,MIR1265,miRNA,10,14436576,14436661
ENSG00000236495,not protein coding,105376429,,lncRNA,10,14652689,14661691
ENSG00000201766,not protein coding,NA,RNA5SP302,rRNA_pseudogene,10,14663395,14663494
ENSG00000237032,not protein coding,NA,RPSAP7,processed_pseudogene,10,14723171,14724055
ENSG00000272853,not protein coding,NA,SUV39H2-DT,lncRNA,10,14877416,14878727
ENSG00000197889,rare,644890,MEIG1,protein_coding,10,14959388,14988050
ENSG00000235623,not protein coding,NA,OR7E110P,unprocessed_pseudogene,10,14986942,14987515
ENSG00000228547,not protein coding,NA,OR7E26P,unprocessed_pseudogene,10,14999050,15000055
ENSG00000182531,not protein coding,NA,OR7E115P,unprocessed_pseudogene,10,15007861,15008884
ENSG00000237470,not protein coding,NA,DCLRE1CP1,unprocessed_pseudogene,10,15015370,15021863
ENSG00000228312,not protein coding,NA,GAPDHP45,processed_pseudogene,10,15093263,15093611
ENSG00000176236,not protein coding,221060,RPP38-DT,lncRNA,10,15095385,15097319
ENSG00000206448,not protein coding,NA,PPIAP30,processed_pseudogene,10,15154802,15155320
ENSG00000228181,not protein coding,NA,,processed_pseudogene,10,15171036,15171278
ENSG00000232739,not protein coding,NA,,lncRNA,10,15237492,15241767
ENSG00000077943,rare,8516,ITGA8,protein_coding,10,15513954,15719922
ENSG00000252537,not protein coding,NA,,snoRNA,10,16005808,16005923
ENSG00000237913,not protein coding,NA,FTLP19,processed_pseudogene,10,16071416,16071809
ENSG00000201260,not protein coding,NA,RNU6-1075P,snRNA,10,16207821,16207927
ENSG00000226140,not protein coding,NA,LINC02654,lncRNA,10,16276871,16295858
ENSG00000223156,not protein coding,NA,RNU2-18P,snRNA,10,16476003,16476164
ENSG00000287925,not protein coding,NA,,lncRNA,10,16521714,16539737
ENSG00000225213,not protein coding,NA,,lncRNA,10,16721352,16748377
ENSG00000275001,not protein coding,NA,,misc_RNA,10,16767235,16767416
ENSG00000286958,not protein coding,105376435,,lncRNA,10,16817699,16821207
ENSG00000273153,not protein coding,NA,,lncRNA,10,17137336,17137585
ENSG00000229124,not protein coding,100507347,VIM-AS1,lncRNA,10,17214239,17230018
ENSG00000234961,not protein coding,NA,,lncRNA,10,17233325,17234833
ENSG00000148488,rare,338596,ST8SIA6,protein_coding,10,17315421,17454595
ENSG00000204832,not protein coding,100128098,ST8SIA6-AS1,lncRNA,10,17386919,17445758
ENSG00000251803,not protein coding,NA,,misc_RNA,10,17403508,17403620
ENSG00000236582,not protein coding,NA,PRPF38AP2,processed_pseudogene,10,17577362,17578212
ENSG00000280126,not protein coding,NA,NA,NA,NA,NA,NA
ENSG00000260589,not protein coding,102723166,STAM-DT,lncRNA,10,17641284,17643878
ENSG00000229190,not protein coding,NA,,lncRNA,10,17695709,17700232
ENSG00000207938,not protein coding,574445,MIR511,miRNA,10,17845107,17845193
ENSG00000235637,not protein coding,NA,,lncRNA,10,17862887,17865471
ENSG00000226083,not protein coding,100129213,SLC39A12-AS1,lncRNA,10,18001786,18010562
ENSG00000235020,not protein coding,NA,,lncRNA,10,18206127,18261504
ENSG00000240291,not protein coding,NA,,lncRNA,10,18513115,18545651
ENSG00000225527,not protein coding,NA,,lncRNA,10,18531849,18533336
ENSG00000234244,not protein coding,NA,,lncRNA,10,18710269,18748342
ENSG00000225509,not protein coding,NA,AIFM1P1,processed_pseudogene,10,18735745,18738631
ENSG00000234813,not protein coding,NA,,processed_pseudogene,10,18940501,18940953
ENSG00000204740,rare,340895,MALRD1,protein_coding,10,19048801,19790401
ENSG00000226255,not protein coding,NA,UBE2V2P1,processed_pseudogene,10,19051455,19052170
ENSG00000227734,not protein coding,NA,,lncRNA,10,19290223,19291480
ENSG00000239539,not protein coding,NA,HMGN1P20,processed_pseudogene,10,19489101,19489400
ENSG00000236960,not protein coding,NA,,processed_pseudogene,10,19491072,19491299
ENSG00000200545,not protein coding,124902595,,snoRNA,10,19598247,19598463
ENSG00000252001,not protein coding,NA,RNA5SP303,rRNA_pseudogene,10,19633683,19633812
ENSG00000233968,not protein coding,101928834,,lncRNA,10,19686127,19728562
ENSG00000283456,not protein coding,NA,MTND1P37,processed_pseudogene,10,19747172,19747435
ENSG00000230818,not protein coding,NA,MTND2P16,processed_pseudogene,10,19747823,19748621
ENSG00000252832,not protein coding,NA,RNU6-1212P,snRNA,10,19792998,19793101
ENSG00000285852,not protein coding,124902388,,lncRNA,10,19812372,19816278
ENSG00000238246,not protein coding,NA,,lncRNA,10,20070805,20091784
ENSG00000287613,not protein coding,NA,,lncRNA,10,20095125,20099664
ENSG00000228339,not protein coding,NA,AMD1P1,processed_pseudogene,10,20350049,20351100
ENSG00000270727,not protein coding,NA,,processed_pseudogene,10,20547171,20547422
ENSG00000265372,not protein coding,100616383,MIR4675,miRNA,10,20551970,20552046
ENSG00000078114,rare,10529,NEBL,protein_coding,10,20779973,21293011
ENSG00000235940,not protein coding,NA,MTND1P21,processed_pseudogene,10,20804293,20804577
ENSG00000230112,not protein coding,NA,,processed_pseudogene,10,20841375,20841560
ENSG00000228753,not protein coding,NA,EIF4BP2,processed_pseudogene,10,21028999,21030792
ENSG00000228219,not protein coding,NA,NPM1P30,processed_pseudogene,10,21110682,21113388
ENSG00000231920,not protein coding,NA,NEBL-AS1,lncRNA,10,21174014,21175048
ENSG00000228860,not protein coding,NA,,processed_pseudogene,10,21217891,21218279
ENSG00000232853,not protein coding,NA,LUZP4P1,processed_pseudogene,10,21247752,21248095
ENSG00000207264,not protein coding,NA,RNU6-15P,snRNA,10,21321961,21322067
ENSG00000230109,not protein coding,105376444,LINC02643,lncRNA,10,21340233,21372950
ENSG00000231553,not protein coding,NA,MRM3P1,processed_pseudogene,10,21394033,21394592
ENSG00000278650,not protein coding,NA,,unprocessed_pseudogene,10,21452197,21452412
ENSG00000273566,not protein coding,NA,,misc_RNA,10,21455236,21455515
ENSG00000199222,not protein coding,NA,,misc_RNA,10,21481716,21481817
ENSG00000204682,not protein coding,399726,MIR1915HG,lncRNA,10,21490272,21497260
ENSG00000222071,not protein coding,100302129,MIR1915,miRNA,10,21496562,21496641
ENSG00000286881,not protein coding,NA,,lncRNA,10,21526568,21526872
ENSG00000207347,not protein coding,NA,RNU6-306P,snRNA,10,21564471,21564577
ENSG00000223984,not protein coding,NA,HNRNPRP1,processed_pseudogene,10,21624592,21626286
ENSG00000201390,not protein coding,NA,RNU6-1141P,snRNA,10,21661635,21661741
ENSG00000252634,not protein coding,NA,RN7SKP219,misc_RNA,10,21785292,21785587
ENSG00000279623,not protein coding,NA,,lncRNA,10,21865335,21865921
ENSG00000201364,not protein coding,NA,RN7SKP37,misc_RNA,10,21933143,21933438
ENSG00000232497,not protein coding,NA,ADIPOR1P1,processed_pseudogene,10,22162992,22165794
ENSG00000236777,not protein coding,NA,,processed_pseudogene,10,22163092,22164306
ENSG00000223601,rare,340900,EBLN1,protein_coding,10,22208475,22218015
ENSG00000260205,not protein coding,NA,,lncRNA,10,22218074,22221168
ENSG00000227462,not protein coding,NA,PSME2P6,processed_pseudogene,10,22225698,22226024
ENSG00000286832,not protein coding,NA,,lncRNA,10,22230826,22232973
ENSG00000279631,not protein coding,NA,,TEC,10,22252072,22254589
ENSG00000261671,not protein coding,NA,,lncRNA,10,22257786,22258548
ENSG00000233318,not protein coding,NA,RPL31P45,processed_pseudogene,10,22266991,22267346
ENSG00000269897,rare,100532731,COMMD3-BMI1,protein_coding,10,22316388,22329542
ENSG00000272516,not protein coding,NA,,lncRNA,10,22332404,22332987
ENSG00000271981,not protein coding,NA,,lncRNA,10,22332587,22332981
ENSG00000272366,not protein coding,NA,,lncRNA,10,22340377,22340615
ENSG00000077327,rare,9576,SPAG6,protein_coding,10,22345445,22454224
ENSG00000233451,not protein coding,NA,,lncRNA,10,22361172,22413067
ENSG00000286810,not protein coding,NA,,lncRNA,10,22439954,22479480
ENSG00000285254,not protein coding,NA,,unitary_pseudogene,10,22475455,22478026
ENSG00000279819,not protein coding,NA,,TEC,10,22693953,22694639
ENSG00000206842,not protein coding,NA,RNU6-413P,snRNA,10,22787393,22787499
ENSG00000165309,rare,219681,ARMC3,protein_coding,10,22928024,23038523
ENSG00000286924,not protein coding,NA,,lncRNA,10,22964926,23133804
