AM-MDM-Mtb,MDM-IFN,ensembl_gene_id,symbol
MDM,IFNA8,ENSG00000242802,AP5Z1
MDM,IFNA8,ENSG00000243927,MRPS6
MDM,IFNA8,ENSG00000244187,TMEM141
MDM,IFNA8,ENSG00000244274,DBNDD2
MDM,IFNA8,ENSG00000244405,ETV5
MDM,IFNA8,ENSG00000244509,APOBEC3C
MDM,IFNA8,ENSG00000244682,FCGR2C
MDM,IFNA8,ENSG00000244754,N4BP2L2
MDM,IFNA8,ENSG00000245680,ZNF585B
MDM,IFNA8,ENSG00000247746,USP51
MDM,IFNA8,ENSG00000249222,ATP5MGL
MDM,IFNA8,ENSG00000249437,NAIP
MDM,IFNA8,ENSG00000249992,TMEM158
MDM,IFNA8,ENSG00000250510,GPR162
MDM,IFNA8,ENSG00000250571,GLI4
MDM,IFNA8,ENSG00000250722,SELENOP
MDM,IFNA8,ENSG00000251369,ZNF550
MDM,IFNA8,ENSG00000253649,PRSS51
MDM,IFNA8,ENSG00000253831,ETV3L
MDM,IFNA8,ENSG00000253958,CLDN23
MDM,IFNA8,ENSG00000254470,AP5B1
MDM,IFNA8,ENSG00000254858,MPV17L2
MDM,IFNA8,ENSG00000254979,
MDM,IFNA8,ENSG00000255112,CHMP1B
MDM,IFNA8,ENSG00000255833,TIFAB
MDM,IFNA8,ENSG00000256223,ZNF10
MDM,IFNA8,ENSG00000256235,SMIM3
MDM,IFNA8,ENSG00000256537,SMIM10L1
MDM,IFNA8,ENSG00000256806,C17orf100
MDM,IFNA8,ENSG00000257093,DENND11
MDM,IFNA8,ENSG00000257108,NHLRC4
MDM,IFNA8,ENSG00000257315,ZBED6
MDM,IFNA8,ENSG00000258227,CLEC5A
MDM,IFNA8,ENSG00000258315,C17orf49
MDM,IFNA8,ENSG00000258659,TRIM34
MDM,IFNA8,ENSG00000259207,ITGB3
MDM,IFNA8,ENSG00000260001,TGFBR3L
MDM,IFNA8,ENSG00000260729,
MDM,IFNA8,ENSG00000260916,CCPG1
MDM,IFNA8,ENSG00000261210,CLEC19A
MDM,IFNA8,ENSG00000261236,BOP1
MDM,IFNA8,ENSG00000263001,GTF2I
MDM,IFNA8,ENSG00000263528,IKBKE
MDM,IFNA8,ENSG00000265808,SEC22B
MDM,IFNA8,ENSG00000266028,SRGAP2
MDM,IFNA8,ENSG00000266173,STRADA
MDM,IFNA8,ENSG00000267508,ZNF285
MDM,IFNA8,ENSG00000267680,ZNF224
MDM,IFNA8,ENSG00000268500,SIGLEC5
MDM,IFNA8,ENSG00000269335,IKBKG
MDM,IFNA8,ENSG00000269713,NBPF9
MDM,IFNA8,ENSG00000269825,
MDM,IFNA8,ENSG00000269858,EGLN2
MDM,IFNA8,ENSG00000270231,NBPF8
MDM,IFNA8,ENSG00000270629,NBPF14
MDM,IFNA8,ENSG00000271383,NBPF19
MDM,IFNA8,ENSG00000271425,NBPF10
MDM,IFNA8,ENSG00000272325,NUDT3
MDM,IFNA8,ENSG00000272391,POM121C
MDM,IFNA8,ENSG00000273213,H3-7
MDM,IFNA8,ENSG00000273749,CYFIP1
MDM,IFNA8,ENSG00000273802,H2BC8
MDM,IFNA8,ENSG00000274070,CASTOR2
MDM,IFNA8,ENSG00000274349,ZNF658
MDM,IFNA8,ENSG00000275066,SYNRG
MDM,IFNA8,ENSG00000275379,H3C11
MDM,IFNA8,ENSG00000275714,H3C1
MDM,IFNA8,ENSG00000275832,ARHGAP23
MDM,IFNA8,ENSG00000275835,TUBGCP5
MDM,IFNA8,ENSG00000276045,ORAI1
MDM,IFNA8,ENSG00000276231,PIK3R6
MDM,IFNA8,ENSG00000276600,RAB7B
MDM,IFNA8,ENSG00000276966,H4C5
MDM,IFNA8,ENSG00000277075,H2AC8
MDM,IFNA8,ENSG00000277157,H4C4
MDM,IFNA8,ENSG00000277224,H2BC7
MDM,IFNA8,ENSG00000277494,GPIHBP1
MDM,IFNA8,ENSG00000277791,PSMB3
MDM,IFNA8,ENSG00000278053,DDX52
MDM,IFNA8,ENSG00000278311,GGNBP2
MDM,IFNA8,ENSG00000278463,H2AC4
MDM,IFNA8,ENSG00000278705,H4C2
MDM,IFNA8,ENSG00000278828,H3C10
MDM,IFNA8,ENSG00000280789,PAGR1
MDM,IFNA8,ENSG00000282608,ADORA3
MDM,IFNA8,ENSG00000284194,SCO2
MDM,IFNA8,ENSG00000285816,
MDM,IFNA8,ENSG00000286190,
MDM,IFNA8,ENSG00000286219,NOTCH2NLC
MDM,IFNb,ENSG00000001036,FUCA2
MDM,IFNb,ENSG00000001084,GCLC
MDM,IFNb,ENSG00000001629,ANKIB1
MDM,IFNb,ENSG00000001630,CYP51A1
MDM,IFNb,ENSG00000002016,RAD52
MDM,IFNb,ENSG00000002330,BAD
MDM,IFNb,ENSG00000003096,KLHL13
MDM,IFNb,ENSG00000003393,ALS2
MDM,IFNb,ENSG00000003400,CASP10
MDM,IFNb,ENSG00000003987,MTMR7
MDM,IFNb,ENSG00000004487,KDM1A
MDM,IFNb,ENSG00000004838,ZMYND10
MDM,IFNb,ENSG00000004864,SLC25A13
MDM,IFNb,ENSG00000005175,RPAP3
MDM,IFNb,ENSG00000005194,CIAPIN1
MDM,IFNb,ENSG00000005238,ATOSB
MDM,IFNb,ENSG00000005469,CROT
MDM,IFNb,ENSG00000005810,MYCBP2
MDM,IFNb,ENSG00000005882,PDK2
MDM,IFNb,ENSG00000006007,GDE1
MDM,IFNb,ENSG00000006025,OSBPL7
MDM,IFNb,ENSG00000006062,MAP3K14
MDM,IFNb,ENSG00000006118,TMEM132A
MDM,IFNb,ENSG00000006607,FARP2
MDM,IFNb,ENSG00000006712,PAF1
MDM,IFNb,ENSG00000006756,ARSD
MDM,IFNb,ENSG00000007541,PIGQ
MDM,IFNb,ENSG00000007923,DNAJC11
MDM,IFNb,ENSG00000007968,E2F2
MDM,IFNb,ENSG00000008516,MMP25
MDM,IFNb,ENSG00000008517,IL32
MDM,IFNb,ENSG00000008952,SEC62
MDM,IFNb,ENSG00000010278,CD9
MDM,IFNb,ENSG00000010322,NISCH
MDM,IFNb,ENSG00000010671,BTK
MDM,IFNb,ENSG00000011009,LYPLA2
MDM,IFNb,ENSG00000011021,CLCN6
MDM,IFNb,ENSG00000011028,MRC2
MDM,IFNb,ENSG00000011114,BTBD7
MDM,IFNb,ENSG00000011201,ANOS1
MDM,IFNb,ENSG00000011258,MBTD1
MDM,IFNb,ENSG00000011454,RABGAP1
MDM,IFNb,ENSG00000011638,LDAF1
MDM,IFNb,ENSG00000012124,CD22
MDM,IFNb,ENSG00000012660,ELOVL5
MDM,IFNb,ENSG00000012822,CALCOCO1
MDM,IFNb,ENSG00000012963,UBR7
MDM,IFNb,ENSG00000012983,MAP4K5
MDM,IFNb,ENSG00000013016,EHD3
MDM,IFNb,ENSG00000013364,MVP
MDM,IFNb,ENSG00000013563,DNASE1L1
MDM,IFNb,ENSG00000015133,CCDC88C
MDM,IFNb,ENSG00000015171,ZMYND11
MDM,IFNb,ENSG00000015285,WAS
MDM,IFNb,ENSG00000016864,GLT8D1
MDM,IFNb,ENSG00000017797,RALBP1
MDM,IFNb,ENSG00000018280,SLC11A1
MDM,IFNb,ENSG00000018510,AGPS
MDM,IFNb,ENSG00000018610,STEEP1
MDM,IFNb,ENSG00000018699,TTC27
MDM,IFNb,ENSG00000020129,NCDN
MDM,IFNb,ENSG00000020577,SAMD4A
MDM,IFNb,ENSG00000021355,SERPINB1
MDM,IFNb,ENSG00000022840,RNF10
MDM,IFNb,ENSG00000023041,ZDHHC6
MDM,IFNb,ENSG00000023171,GRAMD1B
MDM,IFNb,ENSG00000023191,RNH1
MDM,IFNb,ENSG00000023516,AKAP11
MDM,IFNb,ENSG00000023902,PLEKHO1
MDM,IFNb,ENSG00000024048,UBR2
MDM,IFNb,ENSG00000024422,EHD2
MDM,IFNb,ENSG00000024862,CCDC28A
MDM,IFNb,ENSG00000025039,RRAGD
MDM,IFNb,ENSG00000025293,PHF20
MDM,IFNb,ENSG00000025434,NR1H3
MDM,IFNb,ENSG00000025708,TYMP
MDM,IFNb,ENSG00000025772,TOMM34
MDM,IFNb,ENSG00000025800,KPNA6
MDM,IFNb,ENSG00000026297,RNASET2
MDM,IFNb,ENSG00000026950,BTN3A1
MDM,IFNb,ENSG00000028116,VRK2
MDM,IFNb,ENSG00000028137,TNFRSF1B
MDM,IFNb,ENSG00000028277,POU2F2
MDM,IFNb,ENSG00000028528,SNX1
MDM,IFNb,ENSG00000029363,BCLAF1
MDM,IFNb,ENSG00000029725,RABEP1
MDM,IFNb,ENSG00000030419,IKZF2
MDM,IFNb,ENSG00000031081,ARHGAP31
MDM,IFNb,ENSG00000031823,RANBP3
MDM,IFNb,ENSG00000032444,PNPLA6
MDM,IFNb,ENSG00000032742,IFT88
MDM,IFNb,ENSG00000033170,FUT8
MDM,IFNb,ENSG00000033627,ATP6V0A1
MDM,IFNb,ENSG00000034510,TMSB10
MDM,IFNb,ENSG00000035862,TIMP2
MDM,IFNb,ENSG00000036257,CUL3
MDM,IFNb,ENSG00000036549,ZZZ3
MDM,IFNb,ENSG00000037749,MFAP3
MDM,IFNb,ENSG00000038274,MAT2B
MDM,IFNb,ENSG00000038382,TRIO
MDM,IFNb,ENSG00000038427,VCAN
MDM,IFNb,ENSG00000039319,ZFYVE16
MDM,IFNb,ENSG00000039560,RAI14
MDM,IFNb,ENSG00000040199,PHLPP2
MDM,IFNb,ENSG00000040341,STAU2
MDM,IFNb,ENSG00000042286,AIFM2
MDM,IFNb,ENSG00000042317,SPATA7
MDM,IFNb,ENSG00000043093,DCUN1D1
MDM,IFNb,ENSG00000043143,JADE2
MDM,IFNb,ENSG00000044446,PHKA2
MDM,IFNb,ENSG00000047315,POLR2B
MDM,IFNb,ENSG00000047579,DTNBP1
MDM,IFNb,ENSG00000047621,C12orf4
MDM,IFNb,ENSG00000047849,MAP4
MDM,IFNb,ENSG00000048471,SNX29
MDM,IFNb,ENSG00000048740,CELF2
MDM,IFNb,ENSG00000048991,R3HDM1
MDM,IFNb,ENSG00000049246,PER3
MDM,IFNb,ENSG00000049249,TNFRSF9
MDM,IFNb,ENSG00000049323,LTBP1
MDM,IFNb,ENSG00000049449,RCN1
MDM,IFNb,ENSG00000049618,ARID1B
MDM,IFNb,ENSG00000050344,NFE2L3
MDM,IFNb,ENSG00000050748,MAPK9
MDM,IFNb,ENSG00000050820,BCAR1
MDM,IFNb,ENSG00000051128,HOMER3
MDM,IFNb,ENSG00000052126,PLEKHA5
MDM,IFNb,ENSG00000052749,RRP12
MDM,IFNb,ENSG00000052795,FNIP2
MDM,IFNb,ENSG00000053254,FOXN3
MDM,IFNb,ENSG00000053372,MRTO4
MDM,IFNb,ENSG00000054118,THRAP3
MDM,IFNb,ENSG00000054277,OPN3
MDM,IFNb,ENSG00000054282,SDCCAG8
MDM,IFNb,ENSG00000054690,PLEKHH1
MDM,IFNb,ENSG00000055044,NOP58
MDM,IFNb,ENSG00000055070,SZRD1
MDM,IFNb,ENSG00000055483,USP36
MDM,IFNb,ENSG00000055609,KMT2C
MDM,IFNb,ENSG00000057608,GDI2
MDM,IFNb,ENSG00000057757,PITHD1
MDM,IFNb,ENSG00000057935,MTA3
MDM,IFNb,ENSG00000058056,USP13
MDM,IFNb,ENSG00000058262,SEC61A1
MDM,IFNb,ENSG00000058453,CROCC
MDM,IFNb,ENSG00000058600,POLR3E
MDM,IFNb,ENSG00000058866,DGKG
MDM,IFNb,ENSG00000060069,CTDP1
MDM,IFNb,ENSG00000060339,CCAR1
MDM,IFNb,ENSG00000060558,GNA15
MDM,IFNb,ENSG00000060749,QSER1
MDM,IFNb,ENSG00000061273,HDAC7
MDM,IFNb,ENSG00000061455,PRDM6
MDM,IFNb,ENSG00000061938,TNK2
MDM,IFNb,ENSG00000062282,DGAT2
MDM,IFNb,ENSG00000062370,ZNF112
MDM,IFNb,ENSG00000062716,VMP1
MDM,IFNb,ENSG00000063046,EIF4B
MDM,IFNb,ENSG00000063601,MTMR1
MDM,IFNb,ENSG00000063761,ADCK1
MDM,IFNb,ENSG00000063854,HAGH
MDM,IFNb,ENSG00000063978,RNF4
MDM,IFNb,ENSG00000064012,CASP8
MDM,IFNb,ENSG00000064102,INTS13
MDM,IFNb,ENSG00000064115,TM7SF3
MDM,IFNb,ENSG00000064393,HIPK2
MDM,IFNb,ENSG00000064547,LPAR2
MDM,IFNb,ENSG00000064607,SUGP2
MDM,IFNb,ENSG00000064652,SNX24
MDM,IFNb,ENSG00000064655,EYA2
MDM,IFNb,ENSG00000064763,FAR2
MDM,IFNb,ENSG00000064886,CHI3L2
MDM,IFNb,ENSG00000064932,SBNO2
MDM,IFNb,ENSG00000064999,ANKS1A
MDM,IFNb,ENSG00000065029,ZNF76
MDM,IFNb,ENSG00000065154,OAT
MDM,IFNb,ENSG00000065243,PKN2
MDM,IFNb,ENSG00000065308,TRAM2
MDM,IFNb,ENSG00000065413,ANKRD44
MDM,IFNb,ENSG00000065518,NDUFB4
MDM,IFNb,ENSG00000065621,GSTO2
MDM,IFNb,ENSG00000065802,ASB1
MDM,IFNb,ENSG00000065809,FAM107B
MDM,IFNb,ENSG00000065923,SLC9A7
MDM,IFNb,ENSG00000065989,PDE4A
MDM,IFNb,ENSG00000066044,ELAVL1
MDM,IFNb,ENSG00000066135,KDM4A
MDM,IFNb,ENSG00000066583,ISOC1
MDM,IFNb,ENSG00000066923,STAG3
MDM,IFNb,ENSG00000066926,FECH
MDM,IFNb,ENSG00000067057,PFKP
MDM,IFNb,ENSG00000067208,EVI5
MDM,IFNb,ENSG00000067225,PKM
MDM,IFNb,ENSG00000067560,RHOA
MDM,IFNb,ENSG00000067596,DHX8
MDM,IFNb,ENSG00000067992,PDK3
MDM,IFNb,ENSG00000068024,HDAC4
MDM,IFNb,ENSG00000068305,MEF2A
MDM,IFNb,ENSG00000068323,TFE3
MDM,IFNb,ENSG00000068400,GRIPAP1
MDM,IFNb,ENSG00000068438,FTSJ1
MDM,IFNb,ENSG00000068489,PRR11
MDM,IFNb,ENSG00000068654,POLR1A
MDM,IFNb,ENSG00000068697,LAPTM4A
MDM,IFNb,ENSG00000068724,TTC7A
MDM,IFNb,ENSG00000068885,IFT80
MDM,IFNb,ENSG00000068971,PPP2R5B
MDM,IFNb,ENSG00000069248,NUP133
MDM,IFNb,ENSG00000069275,NUCKS1
MDM,IFNb,ENSG00000069329,VPS35
MDM,IFNb,ENSG00000069345,DNAJA2
MDM,IFNb,ENSG00000070018,LRP6
MDM,IFNb,ENSG00000070047,PHRF1
MDM,IFNb,ENSG00000070404,FSTL3
MDM,IFNb,ENSG00000070495,JMJD6
MDM,IFNb,ENSG00000070759,TESK2
MDM,IFNb,ENSG00000070761,CFAP20
MDM,IFNb,ENSG00000070882,OSBPL3
MDM,IFNb,ENSG00000071073,MGAT4A
MDM,IFNb,ENSG00000071127,WDR1
MDM,IFNb,ENSG00000071242,RPS6KA2
MDM,IFNb,ENSG00000071462,BUD23
MDM,IFNb,ENSG00000071537,SEL1L
MDM,IFNb,ENSG00000071859,FAM50A
MDM,IFNb,ENSG00000071967,CYBRD1
MDM,IFNb,ENSG00000072071,ADGRL1
MDM,IFNb,ENSG00000072110,ACTN1
MDM,IFNb,ENSG00000072121,ZFYVE26
MDM,IFNb,ENSG00000072135,PTPN18
MDM,IFNb,ENSG00000072274,TFRC
MDM,IFNb,ENSG00000072310,SREBF1
MDM,IFNb,ENSG00000072422,RHOBTB1
MDM,IFNb,ENSG00000072518,MARK2
MDM,IFNb,ENSG00000072736,NFATC3
MDM,IFNb,ENSG00000072952,IRAG1
MDM,IFNb,ENSG00000072958,AP1M1
MDM,IFNb,ENSG00000073050,XRCC1
MDM,IFNb,ENSG00000073060,SCARB1
MDM,IFNb,ENSG00000073111,MCM2
MDM,IFNb,ENSG00000073331,ALPK1
MDM,IFNb,ENSG00000073578,SDHA
MDM,IFNb,ENSG00000073849,ST6GAL1
MDM,IFNb,ENSG00000073910,FRY
MDM,IFNb,ENSG00000073921,PICALM
MDM,IFNb,ENSG00000073969,NSF
MDM,IFNb,ENSG00000074181,NOTCH3
MDM,IFNb,ENSG00000074201,CLNS1A
MDM,IFNb,ENSG00000074696,HACD3
MDM,IFNb,ENSG00000074755,ZZEF1
MDM,IFNb,ENSG00000074964,ARHGEF10L
MDM,IFNb,ENSG00000075142,SRI
MDM,IFNb,ENSG00000075151,EIF4G3
MDM,IFNb,ENSG00000075213,SEMA3A
MDM,IFNb,ENSG00000075223,SEMA3C
MDM,IFNb,ENSG00000075234,TTC38
MDM,IFNb,ENSG00000075240,GRAMD4
MDM,IFNb,ENSG00000075292,ZNF638
MDM,IFNb,ENSG00000075391,RASAL2
MDM,IFNb,ENSG00000075426,FOSL2
MDM,IFNb,ENSG00000075711,DLG1
MDM,IFNb,ENSG00000075826,SEC31B
MDM,IFNb,ENSG00000075884,ARHGAP15
MDM,IFNb,ENSG00000076003,MCM6
MDM,IFNb,ENSG00000076067,RBMS2
MDM,IFNb,ENSG00000076258,FMO4
MDM,IFNb,ENSG00000076351,SLC46A1
MDM,IFNb,ENSG00000076641,PAG1
MDM,IFNb,ENSG00000077063,CTTNBP2
MDM,IFNb,ENSG00000077097,TOP2B
MDM,IFNb,ENSG00000077235,GTF3C1
MDM,IFNb,ENSG00000077454,LRCH4
MDM,IFNb,ENSG00000077522,ACTN2
MDM,IFNb,ENSG00000077585,GPR137B
MDM,IFNb,ENSG00000077984,CST7
MDM,IFNb,ENSG00000078304,PPP2R5C
MDM,IFNb,ENSG00000078369,GNB1
MDM,IFNb,ENSG00000078487,ZCWPW1
MDM,IFNb,ENSG00000078668,VDAC3
MDM,IFNb,ENSG00000078674,PCM1
MDM,IFNb,ENSG00000078687,TNRC6C
MDM,IFNb,ENSG00000078699,CBFA2T2
MDM,IFNb,ENSG00000079257,LXN
MDM,IFNb,ENSG00000079308,TNS1
MDM,IFNb,ENSG00000079432,CIC
MDM,IFNb,ENSG00000079459,FDFT1
MDM,IFNb,ENSG00000079616,KIF22
MDM,IFNb,ENSG00000079785,DDX1
MDM,IFNb,ENSG00000079819,EPB41L2
MDM,IFNb,ENSG00000080200,CRYBG3
MDM,IFNb,ENSG00000080608,PUM3
MDM,IFNb,ENSG00000081087,OSTM1
MDM,IFNb,ENSG00000081177,EXD2
MDM,IFNb,ENSG00000081791,DELE1
MDM,IFNb,ENSG00000082014,SMARCD3
MDM,IFNb,ENSG00000082068,WDR70
MDM,IFNb,ENSG00000082074,FYB1
MDM,IFNb,ENSG00000082146,STRADB
MDM,IFNb,ENSG00000082213,C5orf22
MDM,IFNb,ENSG00000082269,FAM135A
MDM,IFNb,ENSG00000082397,EPB41L3
MDM,IFNb,ENSG00000082898,XPO1
MDM,IFNb,ENSG00000083097,DOP1A
MDM,IFNb,ENSG00000083223,TUT7
MDM,IFNb,ENSG00000083312,TNPO1
MDM,IFNb,ENSG00000083814,ZNF671
MDM,IFNb,ENSG00000083844,ZNF264
MDM,IFNb,ENSG00000084112,SSH1
MDM,IFNb,ENSG00000084693,AGBL5
MDM,IFNb,ENSG00000084710,EFR3B
MDM,IFNb,ENSG00000084754,HADHA
MDM,IFNb,ENSG00000085224,ATRX
MDM,IFNb,ENSG00000085449,WDFY1
MDM,IFNb,ENSG00000085514,PILRA
MDM,IFNb,ENSG00000085733,CTTN
MDM,IFNb,ENSG00000085760,MTIF2
MDM,IFNb,ENSG00000085832,EPS15
MDM,IFNb,ENSG00000085982,USP40
MDM,IFNb,ENSG00000085998,POMGNT1
MDM,IFNb,ENSG00000086102,NFX1
MDM,IFNb,ENSG00000086189,DIMT1
MDM,IFNb,ENSG00000086232,EIF2AK1
MDM,IFNb,ENSG00000086300,SNX10
MDM,IFNb,ENSG00000086570,FAT2
MDM,IFNb,ENSG00000086666,ZFAND6
MDM,IFNb,ENSG00000087008,ACOX3
MDM,IFNb,ENSG00000087095,NLK
MDM,IFNb,ENSG00000087152,ATXN7L3
MDM,IFNb,ENSG00000087274,ADD1
MDM,IFNb,ENSG00000087299,L2HGDH
MDM,IFNb,ENSG00000087365,SF3B2
MDM,IFNb,ENSG00000087903,RFX2
MDM,IFNb,ENSG00000087995,METTL2A
MDM,IFNb,ENSG00000088035,ALG6
MDM,IFNb,ENSG00000088038,CNOT3
MDM,IFNb,ENSG00000088179,PTPN4
MDM,IFNb,ENSG00000088205,DDX18
MDM,IFNb,ENSG00000088247,KHSRP
MDM,IFNb,ENSG00000088812,ATRN
MDM,IFNb,ENSG00000088826,SMOX
MDM,IFNb,ENSG00000088836,SLC4A11
MDM,IFNb,ENSG00000088854,DNAAF9
MDM,IFNb,ENSG00000088876,ZNF343
MDM,IFNb,ENSG00000088888,MAVS
MDM,IFNb,ENSG00000088930,XRN2
MDM,IFNb,ENSG00000088970,KIZ
MDM,IFNb,ENSG00000088992,TESC
MDM,IFNb,ENSG00000089041,P2RX7
MDM,IFNb,ENSG00000089048,ESF1
MDM,IFNb,ENSG00000089053,ANAPC5
MDM,IFNb,ENSG00000089060,SLC8B1
MDM,IFNb,ENSG00000089091,DZANK1
MDM,IFNb,ENSG00000089127,OAS1
MDM,IFNb,ENSG00000089163,SIRT4
MDM,IFNb,ENSG00000089177,KIF16B
MDM,IFNb,ENSG00000089248,ERP29
MDM,IFNb,ENSG00000089280,FUS
MDM,IFNb,ENSG00000089639,GMIP
MDM,IFNb,ENSG00000089775,ZBTB25
MDM,IFNb,ENSG00000089818,NECAP1
MDM,IFNb,ENSG00000089820,ARHGAP4
MDM,IFNb,ENSG00000089876,DHX32
MDM,IFNb,ENSG00000090013,BLVRB
MDM,IFNb,ENSG00000090104,RGS1
MDM,IFNb,ENSG00000090238,YPEL3
MDM,IFNb,ENSG00000090316,MAEA
MDM,IFNb,ENSG00000090372,STRN4
MDM,IFNb,ENSG00000090376,IRAK3
MDM,IFNb,ENSG00000090487,SPG21
MDM,IFNb,ENSG00000090615,GOLGA3
MDM,IFNb,ENSG00000090661,CERS4
MDM,IFNb,ENSG00000090674,MCOLN1
MDM,IFNb,ENSG00000090857,PDPR
MDM,IFNb,ENSG00000090863,GLG1
MDM,IFNb,ENSG00000091157,WDR7
MDM,IFNb,ENSG00000091436,MAP3K20
MDM,IFNb,ENSG00000091527,CDV3
MDM,IFNb,ENSG00000091732,ZC3HC1
MDM,IFNb,ENSG00000091831,ESR1
MDM,IFNb,ENSG00000092020,PPP2R3C
MDM,IFNb,ENSG00000092036,HAUS4
MDM,IFNb,ENSG00000092068,SLC7A8
MDM,IFNb,ENSG00000092470,WDR76
MDM,IFNb,ENSG00000092531,SNAP23
MDM,IFNb,ENSG00000092820,EZR
MDM,IFNb,ENSG00000092841,MYL6
MDM,IFNb,ENSG00000092964,DPYSL2
MDM,IFNb,ENSG00000093144,ECHDC1
MDM,IFNb,ENSG00000094880,CDC23
MDM,IFNb,ENSG00000095015,MAP3K1
MDM,IFNb,ENSG00000095209,TMEM38B
MDM,IFNb,ENSG00000095261,PSMD5
MDM,IFNb,ENSG00000095321,CRAT
MDM,IFNb,ENSG00000095380,NANS
MDM,IFNb,ENSG00000095397,WHRN
MDM,IFNb,ENSG00000095585,BLNK
MDM,IFNb,ENSG00000095739,BAMBI
MDM,IFNb,ENSG00000096093,EFHC1
MDM,IFNb,ENSG00000096384,HSP90AB1
MDM,IFNb,ENSG00000096872,IFT74
MDM,IFNb,ENSG00000097007,ABL1
MDM,IFNb,ENSG00000097096,SYDE2
MDM,IFNb,ENSG00000099250,NRP1
MDM,IFNb,ENSG00000099290,WASHC2A
MDM,IFNb,ENSG00000099326,MZF1
MDM,IFNb,ENSG00000099814,CEP170B
MDM,IFNb,ENSG00000099875,MKNK2
MDM,IFNb,ENSG00000099899,TRMT2A
MDM,IFNb,ENSG00000099940,SNAP29
MDM,IFNb,ENSG00000099942,CRKL
MDM,IFNb,ENSG00000099974,DDTL
MDM,IFNb,ENSG00000099992,TBC1D10A
MDM,IFNb,ENSG00000099998,GGT5
MDM,IFNb,ENSG00000100084,HIRA
MDM,IFNb,ENSG00000100092,SH3BP1
MDM,IFNb,ENSG00000100099,HPS4
MDM,IFNb,ENSG00000100100,PIK3IP1
MDM,IFNb,ENSG00000100122,CRYBB1
MDM,IFNb,ENSG00000100124,ANKRD54
MDM,IFNb,ENSG00000100139,MICALL1
MDM,IFNb,ENSG00000100151,PICK1
MDM,IFNb,ENSG00000100227,POLDIP3
MDM,IFNb,ENSG00000100241,SBF1
MDM,IFNb,ENSG00000100280,AP1B1
MDM,IFNb,ENSG00000100284,TOM1
MDM,IFNb,ENSG00000100307,CBX7
MDM,IFNb,ENSG00000100345,MYH9
MDM,IFNb,ENSG00000100350,FOXRED2
MDM,IFNb,ENSG00000100353,EIF3D
MDM,IFNb,ENSG00000100364,KIAA0930
MDM,IFNb,ENSG00000100368,CSF2RB
MDM,IFNb,ENSG00000100376,FAM118A
MDM,IFNb,ENSG00000100393,EP300
MDM,IFNb,ENSG00000100401,RANGAP1
MDM,IFNb,ENSG00000100403,ZC3H7B
MDM,IFNb,ENSG00000100410,PHF5A
MDM,IFNb,ENSG00000100441,KHNYN
MDM,IFNb,ENSG00000100485,SOS2
MDM,IFNb,ENSG00000100504,PYGL
MDM,IFNb,ENSG00000100554,ATP6V1D
MDM,IFNb,ENSG00000100596,SPTLC2
MDM,IFNb,ENSG00000100601,ALKBH1
MDM,IFNb,ENSG00000100629,CEP128
MDM,IFNb,ENSG00000100811,YY1
MDM,IFNb,ENSG00000100813,ACIN1
MDM,IFNb,ENSG00000100865,CINP
MDM,IFNb,ENSG00000100890,PRORP
MDM,IFNb,ENSG00000100897,DCAF11
MDM,IFNb,ENSG00000100911,PSME2
MDM,IFNb,ENSG00000100938,GMPR2
MDM,IFNb,ENSG00000100941,PNN
MDM,IFNb,ENSG00000100994,PYGB
MDM,IFNb,ENSG00000100997,ABHD12
MDM,IFNb,ENSG00000101003,GINS1
MDM,IFNb,ENSG00000101004,NINL
MDM,IFNb,ENSG00000101019,UQCC1
MDM,IFNb,ENSG00000101084,RAB5IF
MDM,IFNb,ENSG00000101126,ADNP
MDM,IFNb,ENSG00000101187,SLCO4A1
MDM,IFNb,ENSG00000101188,NTSR1
MDM,IFNb,ENSG00000101189,MRGBP
MDM,IFNb,ENSG00000101224,CDC25B
MDM,IFNb,ENSG00000101236,RNF24
MDM,IFNb,ENSG00000101247,NDUFAF5
MDM,IFNb,ENSG00000101255,TRIB3
MDM,IFNb,ENSG00000101290,CDS2
MDM,IFNb,ENSG00000101336,HCK
MDM,IFNb,ENSG00000101346,POFUT1
MDM,IFNb,ENSG00000101347,SAMHD1
MDM,IFNb,ENSG00000101350,KIF3B
MDM,IFNb,ENSG00000101413,RPRD1B
MDM,IFNb,ENSG00000101474,APMAP
MDM,IFNb,ENSG00000101544,ADNP2
MDM,IFNb,ENSG00000101558,VAPA
MDM,IFNb,ENSG00000101577,LPIN2
MDM,IFNb,ENSG00000101605,MYOM1
MDM,IFNb,ENSG00000101608,MYL12A
MDM,IFNb,ENSG00000101695,RNF125
MDM,IFNb,ENSG00000101966,XIAP
MDM,IFNb,ENSG00000102054,RBBP7
MDM,IFNb,ENSG00000102119,EMD
MDM,IFNb,ENSG00000102181,CD99L2
MDM,IFNb,ENSG00000102225,CDK16
MDM,IFNb,ENSG00000102226,USP11
MDM,IFNb,ENSG00000102317,RBM3
MDM,IFNb,ENSG00000102393,GLA
MDM,IFNb,ENSG00000102547,CAB39L
MDM,IFNb,ENSG00000102572,STK24
MDM,IFNb,ENSG00000102699,PARP4
MDM,IFNb,ENSG00000102781,KATNAL1
MDM,IFNb,ENSG00000102796,DHRS12
MDM,IFNb,ENSG00000102804,TSC22D1
MDM,IFNb,ENSG00000102878,HSF4
